date,cash,equity,total,daily_return
2023-07-18,56048.03,59605.01000000001,115653.04000000001,0.005898069413579066
2023-07-19,56048.03,59792.82000000001,115840.85,0.0016239088916296662
2023-07-20,56048.03,58508.100000000006,114556.13,-0.011090388235238224
2023-07-21,56048.03,58178.979999999996,114227.01,-0.0028730020820362245
2023-07-24,44921.55,69365.34000000001,114286.89000000001,0.0005242192717818117
2023-07-25,44921.55,69911.23000000001,114832.78000000001,0.004776488361875941
2023-07-26,44921.55,69816.15000000001,114737.70000000001,-0.0008279865731718461
2023-07-27,44921.55,69267.67,114189.22,-0.0047802945326602675
2023-07-28,44921.55,70745.47,115667.02,0.01294167698141746
2023-07-31,44921.55,70850.5,115772.05,0.0009080375719889844
2023-08-01,44921.55,70453.03,115374.58,-0.003433212074935188
2023-08-02,76866.98000000001,36956.68,113823.66,-0.013442475803595588
2023-08-03,76866.98000000001,36778.32,113645.30000000002,-0.0015669852823216868
2023-08-04,61514.28000000001,50898.54,112412.82,-0.010844971151468763
2023-08-07,61514.28000000001,51093.240000000005,112607.52000000002,0.001732008858064571
2023-08-08,85044.6,27424.239999999998,112468.84,-0.0012315340929275331
2023-08-09,85044.6,27035.18,112079.78,-0.003459269251821162
2023-08-10,85044.6,27115.120000000003,112159.72,0.0007132419424806802
2023-08-11,85044.6,27087.58,112132.18000000001,-0.0002455426957199691
2023-08-14,85044.6,27487.1,112531.70000000001,0.003562937954118217
2023-08-15,85044.6,27025.5,112070.1,-0.00410195527127033
2023-08-16,85044.6,26641.059999999998,111685.66,-0.0034303529665807853
2023-08-17,85044.6,26632.479999999996,111677.08,-7.682275414766515e-05
2023-08-18,85044.6,26324.4,111369.0,-0.0027586681170388427
2023-08-21,85044.6,26567.800000000003,111612.40000000001,0.002185527390925701
2023-08-22,85044.6,26585.82,111630.42000000001,0.00016145159498415218
2023-08-23,85044.6,27026.36,112070.96,0.003946415322991559
2023-08-24,85044.6,26384.2,111428.8,-0.005729941101602076
2023-08-25,85044.6,26549.6,111594.20000000001,0.0014843559295263375
2023-08-28,85044.6,26640.359999999997,111684.96,0.0008133039172286693
2023-08-29,85044.6,27160.739999999998,112205.34,0.0046593561030956465
2023-08-30,85044.6,27298.86,112343.46,0.0012309574571049975
2023-08-31,85044.6,27648.019999999997,112692.62,0.0031079690798199167
2023-09-01,85044.6,27614.12,112658.72,-0.0003008182789608904
2023-09-05,85044.6,27530.74,112575.34000000001,-0.0007401113735358011
2023-09-06,54663.63000000001,57581.090000000004,112244.72000000002,-0.002936877650114078
2023-09-07,54663.63000000001,57313.700000000004,111977.33000000002,-0.002382205595060527
2023-09-08,54663.63000000001,57691.99,112355.62000000001,0.0033782730843823217
2023-09-11,54663.63000000001,58535.01,113198.64000000001,0.007503140474860226
2023-09-12,54663.63000000001,57652.05,112315.68000000002,-0.007800093711373135
2023-09-13,43732.59000000001,69087.73999999999,112820.33,0.004493139337267804
2023-09-14,43732.59000000001,69687.45,113420.04000000001,0.005315619977356967
2023-09-15,43732.59000000001,68326.83,112059.42000000001,-0.011996292718641222
2023-09-18,60163.830000000016,52231.049999999996,112394.88,0.0029935903648259377
2023-09-19,60163.830000000016,52030.46,112194.29000000001,-0.0017846898364053398
2023-09-20,60163.830000000016,50867.509999999995,111031.34000000001,-0.010365500775485037
2023-09-21,60163.830000000016,49717.73,109881.56000000003,-0.010355454595071811
2023-09-22,60163.830000000016,49694.89,109858.72000000002,-0.00020786017235296939
2023-09-25,60163.830000000016,50094.880000000005,110258.71000000002,0.0036409490298086045
2023-09-26,86674.23000000003,22483.92,109158.15000000002,-0.0099816150578943
2023-09-27,86674.23000000003,22620.68,109294.91000000003,0.0012528611010722557
2023-09-28,98787.87000000002,10891.800000000001,109679.67000000003,0.0035203835201473854
2023-09-29,98787.87000000002,10757.16,109545.03000000003,-0.0012275748094427996
2023-10-02,98787.87000000002,10994.039999999999,109781.91000000002,0.0021623984219092396
2023-10-03,98787.87000000002,10783.44,109571.31000000003,-0.0019183488427191309
2023-10-04,98787.87000000002,10949.76,109737.63000000002,0.0015179155930507005
2023-10-05,98787.87000000002,10921.32,109709.19000000003,-0.00025916360686839557
2023-10-06,98787.87000000002,11302.56,110090.43000000002,0.003475005147699939
2023-10-09,98787.87000000002,11407.68,110195.55000000002,0.0009548513889898746
2023-10-10,98787.87000000002,11532.24,110320.11000000003,0.0011303541749192458
2023-10-11,79066.20000000003,31468.47,110534.67000000003,0.0019448856604658005
2023-10-12,79066.20000000003,31115.700000000004,110181.90000000002,-0.0031914873405782807
2023-10-13,79066.20000000003,30550.979999999996,109617.18000000002,-0.005125342728705906
2023-10-16,50777.870000000024,59313.31,110091.18000000002,0.004324139701459284
2023-10-17,50777.870000000024,59343.14,110121.01000000002,0.0002709572192796106
2023-10-18,50777.870000000024,58656.09,109433.96000000002,-0.006239045573592228
2023-10-19,50777.870000000024,58488.84,109266.71000000002,-0.0015283189971376787
2023-10-20,50777.870000000024,57635.06,108412.93000000002,-0.007813724784062726
2023-10-23,50777.870000000024,58063.03,108840.90000000002,0.003947591860122168
2023-10-24,50777.870000000024,58419.0,109196.87000000002,0.0032705536246024902
2023-10-25,50777.870000000024,56274.36,107052.23000000003,-0.01964012338448895
2023-10-26,65523.39000000003,39809.11,105332.50000000003,-0.01606440146085697
2023-10-27,82666.17000000003,23023.260000000002,105689.43000000002,0.003388602757933068
2023-10-30,93511.17000000003,12672.240000000002,106183.41000000003,0.004673882714667066
2023-10-31,93511.17000000003,12702.259999999998,106213.43000000002,0.0002827183643847597
2023-11-01,93511.17000000003,13001.32,106512.49000000002,0.0028156514670507615
2023-11-02,74871.72000000003,31725.510000000002,106597.23000000004,0.0007955874470686464
2023-11-03,74871.72000000003,31965.4,106837.12000000002,0.0022504337120203832
2023-11-06,74871.72000000003,32259.520000000004,107131.24000000003,0.0027529757447599668
2023-11-07,74871.72000000003,32810.57,107682.29000000004,0.0051436910466078345
2023-11-08,74871.72000000003,32825.840000000004,107697.56000000003,0.00014180604814395537
2023-11-09,60022.340000000026,47381.18000000001,107403.52000000003,-0.0027302382709505357
2023-11-10,48241.700000000026,60243.259999999995,108484.96000000002,0.010068943736667002
2023-11-13,48241.700000000026,59884.57000000001,108126.27000000003,-0.00330635693648218
2023-11-14,48241.700000000026,60922.9,109164.60000000003,0.0096029392302166
2023-11-15,48241.700000000026,60495.1,108736.80000000002,-0.003918852814923657
2023-11-16,48241.700000000026,60881.73,109123.43000000002,0.003555649973146169
2023-11-17,48241.700000000026,60989.7,109231.40000000002,0.0009894300426589453
2023-11-20,38614.81000000003,71350.86,109965.67000000003,0.006722151322788195
2023-11-21,38614.81000000003,70762.69,109377.50000000003,-0.005348669271055262
2023-11-22,38614.81000000003,71645.56999999999,110260.38000000002,0.008071861214600684
2023-11-24,38614.81000000003,71281.25,109896.06000000003,-0.0033041787086167673
2023-11-27,38614.81000000003,71297.62,109912.43000000002,0.0001489589344694231
2023-11-28,38614.81000000003,71616.41,110231.22000000003,0.0029003998910770434
2023-11-29,38614.81000000003,70892.56,109507.37000000002,-0.006566651444119054
2023-11-30,38614.81000000003,70556.31999999999,109171.13000000002,-0.003070478270092769
2023-12-01,38614.81000000003,70491.40999999999,109106.22000000002,-0.0005945711105125318
2023-12-04,38614.81000000003,69491.45,108106.26000000002,-0.009165013690328516
2023-12-05,38614.81000000003,70279.18,108893.99000000002,0.007286627064889695
2023-12-06,38614.81000000003,69631.43000000001,108246.24000000003,-0.005948445823318438
2023-12-07,38614.81000000003,71006.13,109620.94000000003,0.012699748277630762
2023-12-08,38614.81000000003,71403.44,110018.25000000003,0.003624398769067172
2023-12-11,38614.81000000003,70493.01999999999,109107.83000000002,-0.008275172528194319
2023-12-12,59954.410000000025,49874.34,109828.75000000003,0.006607408469218035
2023-12-13,59954.410000000025,50322.42,110276.83000000002,0.0040798060617095455
2023-12-14,59954.410000000025,49825.34,109779.75000000003,-0.004507565188444307
2023-12-15,59954.410000000025,50306.19,110260.60000000003,0.004380133858931323
2023-12-18,59954.410000000025,50794.950000000004,110749.36000000003,0.004432771089582177
2023-12-19,59359.010000000024,51461.45,110820.46000000002,0.0006419901659024951
2023-12-20,47519.39000000003,62858.479999999996,110377.87000000002,-0.003993757109472362
2023-12-21,47519.39000000003,63457.16,110976.55000000003,0.005423913326104257
2023-12-22,47519.39000000003,63375.759999999995,110895.15000000002,-0.0007334882909948437
2023-12-26,47519.39000000003,63391.95,110911.34000000003,0.00014599376077306658
2023-12-27,47519.39000000003,63417.380000000005,110936.77000000003,0.00022928223570284345
2023-12-28,47519.39000000003,63466.16,110985.55000000003,0.00043970993566877503
2023-12-29,47519.39000000003,62957.8,110477.19000000003,-0.004580416099212892
2024-01-02,47519.39000000003,61673.57,109192.96000000002,-0.011624390518984118
2024-01-03,62537.69000000003,46333.490000000005,108871.18000000004,-0.0029468932795665426
2024-01-04,62537.69000000003,45701.15,108238.84000000003,-0.005808148676261338
2024-01-05,62537.69000000003,45937.3,108474.99000000003,0.002181749176173753
2024-01-08,62537.69000000003,47004.7,109542.39000000003,0.009840056219410531
2024-01-09,62537.69000000003,47440.51,109978.20000000004,0.003978459845544791
2024-01-10,50403.29000000003,60552.19,110955.48000000004,0.008886124704714282
2024-01-11,50403.29000000003,60756.88,111160.17000000003,0.001844793966012226
2024-01-12,50403.29000000003,61052.63999999999,111455.93000000002,0.0026606652364780103
2024-01-16,50403.29000000003,60605.06,111008.35000000003,-0.0040157576182799914
2024-01-17,50403.29000000003,60335.07000000001,110738.36000000004,-0.0024321593826048815
2024-01-18,50403.29000000003,61212.479999999996,111615.77000000002,0.007923270671517768
2024-01-19,50403.29000000003,62167.060000000005,112570.35000000003,0.008552375708199778
2024-01-22,50403.29000000003,61920.16,112323.45000000004,-0.0021932951261144362
2024-01-23,50403.29000000003,62396.060000000005,112799.35000000003,0.004236871285559607
2024-01-24,50403.29000000003,62998.29,113401.58000000003,0.005338949204937826
2024-01-25,50403.29000000003,63565.869999999995,113969.16000000003,0.005005044903254374
2024-01-26,50403.29000000003,63788.04,114191.33000000003,0.0019493870096085608
2024-01-29,40492.61000000003,74572.20000000001,115064.81000000004,0.007649267242968438
2024-01-30,40492.61000000003,73824.65999999999,114317.27000000002,-0.006496686519536499
2024-01-31,40492.61000000003,71387.42,111880.03000000003,-0.021319963291635546
2024-02-01,40492.61000000003,72546.88,113039.49000000003,0.010363422319425553
2024-02-02,40492.61000000003,77879.09,118371.70000000003,0.04717121423672377
2024-02-05,40492.61000000003,77054.97,117547.58000000003,-0.006962137064855822
2024-02-06,40492.61000000003,76817.37,117309.98000000003,-0.002021309158385054
2024-02-07,40492.61000000003,78025.33,118517.94000000003,0.010297163122864772
2024-02-08,40492.61000000003,77926.56,118419.17000000003,-0.0008333759429163257
2024-02-09,50266.53000000003,69203.73,119470.26000000002,0.008876012219980911
2024-02-12,50266.53000000003,68658.81999999999,118925.35000000002,-0.004561051428196516
2024-02-13,50266.53000000003,67304.35999999999,117570.89000000001,-0.011389161352058252
2024-02-14,50266.53000000003,68363.42,118629.95000000003,0.00900784199218041
2024-02-15,50266.53000000003,68288.64,118555.17000000003,-0.0006303635801919727
2024-02-16,50266.53000000003,67529.76999999999,117796.30000000002,-0.006400986140039366
2024-02-20,62344.370000000024,55069.64000000001,117414.01000000004,-0.0032453481136502926
2024-02-21,62344.370000000024,55119.15000000001,117463.52000000003,0.00042167029300843595
2024-02-22,62344.370000000024,56986.280000000006,119330.65000000002,0.015895403100468997
2024-02-23,62344.370000000024,56911.83,119256.20000000003,-0.0006238967105265392
2024-02-26,62344.370000000024,56692.01,119036.38000000003,-0.0018432584637108063
2024-02-27,62344.370000000024,56751.62,119095.99000000002,0.0005007712768145822
2024-02-28,62344.370000000024,56581.16,118925.53000000003,-0.00143128244704116
2024-02-29,62344.370000000024,57511.1,119855.47000000003,0.007819515288264967
2024-03-01,62344.370000000024,58276.53999999999,120620.91000000002,0.006386358503287282
2024-03-04,62344.370000000024,57999.700000000004,120344.07000000004,-0.0022951244523025105
2024-03-05,62344.370000000024,56809.36,119153.73000000003,-0.009891139629896295
2024-03-06,62344.370000000024,56954.78999999999,119299.16000000002,0.0012205241078058204
2024-03-07,62344.370000000024,58299.32,120643.69000000003,0.01127023861693588
2024-03-08,62344.370000000024,57747.25000000001,120091.62000000002,-0.004576037089051299
2024-03-11,62344.370000000024,56300.08,118644.45000000003,-0.012050549405528854
2024-03-12,62344.370000000024,57781.090000000004,120125.46000000002,0.012482758359114055
2024-03-13,62344.370000000024,57757.465,120101.83500000002,-0.0001966693821608967
2024-03-14,62344.370000000024,58218.83,120563.20000000003,0.0038414483841984204
2024-03-15,62344.370000000024,57031.09999999999,119375.47000000002,-0.00985151356301106
2024-03-18,62344.370000000024,57606.96,119951.33000000002,0.004823939122501564
2024-03-19,62344.370000000024,57897.5,120241.87000000002,0.0024221490499523046
2024-03-20,49910.690000000024,71144.70999999999,121055.40000000002,0.0067657796739188925
